Steps	cost_limit	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/success	train/complete	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	test/success	test/complete	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
20000	20.0	0.0	0.0	0.13474150754991326	0.0	1000.0	0.0	0.009153325623392257	1.0	0.0	0.0	-0.01894865072039791	-0.01894865072039791	0.011355515745563954	0.00183218741940203	0.00029065533563728713	0.0021228427556194127	-0.018417940036996695	1.8393871161418078	312.0	0.021944223618705412	0.0	1000.0	0.0	0.013166309704808293	33.07926607131958	11.634185075759888	859.535922359981	15.666972637176514	5.778108358383179	932.6148035598978	199.0	20000.0
36352	10.0	40.0	9.0	-0.7309594043510247	0.45	817.0	0.0	0.011834573917178324	1.0	0.0	0.0	0.0016762306526548604	0.0016762306526548604	0.007440758376134677	0.13864163745615984	0.003880848794309829	0.14252248621501376	0.037306852248822554	1.8434614605373802	564.0	0.019816776421881954	0.0	1000.0	0.0	0.01515531832960837	63.73246169090271	23.121148109436035	865.0089478834204	29.71920394897461	10.892109632492065	895.1200243025271	198.0	36352.0
55337	10.0	60.0	12.0	0.1928054304936741	0.15	949.0	0.0	0.010661178666312306	1.0	0.0	0.0	-0.005322160364468456	-0.005322160364468456	0.012890388894939441	0.03976015753790775	0.001955576794941681	0.04171573409552661	0.005106773168852275	1.8469326955241132	860.0	0.02289842227708213	0.0	1000.0	0.0	0.014930707855547707	94.20974588394165	34.314433574676514	874.2676732434687	43.71976852416992	16.175543785095215	923.8953411624499	197.0	55337.0
74674	10.0	90.0	40.5	-3.139049438682483	0.925	483.0	0.0	0.012033627944027129	1.0	0.0	0.0	-0.0007239842940376747	-0.0007239842940376747	0.007943155334647303	0.4052792982122786	0.012369418093569682	0.4176487161626886	0.10368819485066112	1.8495355071248232	1058.0	0.022042723209475482	0.0	1000.0	0.0	0.014642438925795132	132.24174642562866	46.144747495651245	866.8375529364347	64.5689868927002	21.52801203727722	867.3240754968971	196.0	74674.0
86041	10.0	120.0	67.0	-3.0010916227225857	0.9	568.0	0.0	0.011993921368936532	1.0	0.0	0.0	-0.0007859372417442502	-0.0007859372417442502	0.007180734489255969	0.31180224415253505	0.010320915212188001	0.32212315882894804	0.07974485262953258	1.8520059944553797	1332.0	0.021903170539356677	0.0	1000.0	0.0	0.01600375890571458	161.55924606323242	58.9143967628479	848.6889919499367	77.3832631111145	25.26158618927002	838.2398199855672	195.0	86041.0
114665	10.0	150.0	88.0	-1.4645858139273757	0.55	715.0	0.0	0.011470669312773709	1.0	0.0	0.0	-0.005669504271920869	-0.005669504271920869	0.011126112402970647	0.1506489999663098	0.004884687802509151	0.1555336871984633	0.03321391741468817	1.8537405213794207	1626.0	0.02188933365808205	0.0	1000.0	0.0	0.014694643385484887	208.0031704902649	71.56836128234863	838.3592822992049	103.38897752761841	33.04583168029785	840.4380133317684	194.0	114665.0
127586	10.0	180.0	104.0	-2.2929400054393967	0.75	646.0	0.0	0.011858197833273618	1.0	0.0	0.0	0.00010683035266993108	0.00010683035266993108	0.005324122893216555	0.2209528126101941	0.007834121341002174	0.22878693395294247	0.05730356378247961	1.8565252584218976	1976.0	0.021461484625304738	0.0	1000.0	0.0	0.01581854138813845	238.63144779205322	84.16554975509644	831.6942050956106	117.31457614898682	37.15132188796997	825.9816672899177	193.0	127586.0
140864	10.0	200.0	121.0	-2.692071496950706	0.85	663.0	0.0	0.012032189502229684	1.0	0.0	0.0	-0.0006059066212151709	-0.0006059066212151709	0.007419413805359463	0.23955984683889964	0.008149036629166568	0.24770888300868235	0.061321314132096696	1.8582167742299103	2180.0	0.02218470483528949	0.0	1000.0	0.0	0.01389925898574334	270.6301119327545	96.7948637008667	826.4901353364237	131.96943998336792	41.8658082485199	810.3304791908154	192.0	140864.0
158032	10.0	220.0	131.0	-0.9652068702613995	0.5	858.0	0.0	0.011823866973654711	1.0	0.0	0.0	0.0013938227797851467	0.0013938227797851467	0.006340133984062347	0.11268594205977198	0.0039266173250746455	0.11661255933386072	0.030546962667548496	1.8617464837743278	2448.0	0.021068138308143806	0.0	1000.0	0.0	0.015629930798476306	304.478125333786	109.28967428207397	823.499572042938	148.19519925117493	46.99325180053711	809.6380659229268	191.0	158032.0
176588	10.0	240.0	136.0	-0.12570735088143212	0.25	927.0	0.0	0.011009799307066331	1.0	0.0	0.0	0.0004893646448130723	0.0004893646448130723	0.009471290671273077	0.053837798391921536	0.001927700336390596	0.055765498549185895	0.014430739220390225	1.86528980731964	2736.0	0.020718329483886515	0.0	1000.0	0.0	0.01496032208700875	339.3509302139282	122.09215116500854	819.0534694146652	165.1798174381256	52.07896161079407	812.8002963702473	190.0	176588.0
