Steps	cost_limit	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/success	train/complete	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	test/success	test/complete	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
20000	20.0	0.0	0.0	9.436446366692543	0.0	1000.0	0.0	0.026245013286810403	1.0	0.0	0.0	-0.02539747840880104	-0.02539747840880104	0.015384294088177672	0.013782717356195618	0.0002787394219653949	0.014061456776033042	-0.021882114217031574	1.8330603815042041	312.0	19.74626491699576	1.0	99.0	0.0	0.08210259210704896	25.636303663253784	3.8958568572998047	254.3727955874786	16.299643516540527	5.440803289413452	919.9442945451641	199.0	20000.0
39549	10.0	40.0	2.0	18.596904538077418	0.1	977.0	0.0	0.044060779381898195	1.0	0.0	0.0	-0.02076798847165744	-0.02076798847165744	0.016640280980195023	0.06200714814966838	0.0005429569331574002	0.0625501052341669	-0.005130462187624192	1.8207340816918165	616.0	25.65046483848412	1.0	91.0	0.0	0.10839256357057898	51.047149658203125	7.764055252075195	245.49026740768747	31.966732263565063	11.316362142562866	913.728570996087	198.0	39549.0
55467	10.0	60.0	11.0	19.21832684211855	0.45	795.0	0.0	0.04859820214263668	1.0	0.0	0.0	-0.011813875316875059	-0.011813875316875059	0.015082868393473026	0.21467788451381262	0.0029752366011258167	0.21765312146876145	0.042599404891652454	1.8102688529799058	864.0	26.062182246603676	1.0	76.0	0.0	0.09494086957066969	74.06990051269531	10.965692520141602	243.39548050409266	46.97860264778137	16.12560534477234	878.974663726785	197.0	55467.0
70273	10.0	80.0	23.0	27.366581454204344	0.6	740.0	0.0	0.06500496861662411	1.0	0.0	0.0	-0.01128798768561529	-0.01128798768561529	0.011461327540720892	0.3923544196183221	0.0048391385602722875	0.3971935577952023	0.08801040169374462	1.7996358076731371	1092.0	67.56803100048505	1.0	115.0	0.0	0.21857058174358546	97.98063325881958	14.562577486038208	262.5222082880095	62.62281608581543	20.795239686965942	842.4195379404839	196.0	70273.0
85801	10.0	110.0	52.0	19.833554973858604	0.975	387.5	0.0	0.05488741256304338	1.0	0.0	0.0	-0.005492114749116197	-0.005492114749116197	0.012299366516769309	1.247783512497942	0.01159694528323599	1.2593804589162267	0.30935299939786387	1.788508171836535	1268.0	14.405171532157278	1.0	51.0	0.0	0.07547199444150252	131.07131361961365	17.07953715324402	253.69539941994316	88.50619149208069	25.48558497428894	752.6946474539187	195.0	85801.0
100249	10.0	160.0	102.0	18.204155456616572	1.0	240.33333333333334	0.0	0.052280202815391065	1.0	0.0	0.0	-0.004160958342384086	-0.004160958342384086	0.011239157555142558	2.799842886626718	0.018903160679786084	2.818746044699635	0.7005255520343776	1.7785268271608003	1489.3333333333333	46.02181814856592	1.0	74.0	0.0	0.1628852093825426	171.26862049102783	19.85599637031555	255.8924722405785	121.24714541435242	30.165478706359863	662.0914245570266	194.0	100249.0
110256	10.0	210.0	349.5	22.04106796518495	8.25	249.5	0.0	0.0736513709300842	0.7277827534905105	0.3750625000000001	-0.002299264025790954	-0.0033907865305847842	-0.004173907867500845	0.004682957443659877	10.271656017554436	5.2455389091843045	15.517194945561256	3.8751248403599394	1.7738029407827467	1670.0	50.26150714719115	1.0	75.0	0.0	0.1790755481843073	202.28055429458618	23.072550535202026	252.81123519918322	145.81340193748474	33.394601821899414	615.2403781475998	193.0	110256.0
120799	10.0	250.0	675.0	30.681228458557783	10.275	263.0	0.0	0.09320792130236578	0.8580983836619518	0.4469049504950495	0.0010685416971250336	0.0006183860154988455	-0.0015620176165580335	0.011072563984901598	8.582965640738463	2.8756909724140516	11.458656596665335	2.8631021433537556	1.7721507372242393	1798.5	1.7243607329700636	1.0	25.0	0.0	0.034996637117512316	230.82403659820557	24.710104942321777	246.4174075429027	170.1350758075714	35.97885584831238	586.0787722087568	192.0	120799.0
131294	10.0	310.0	1181.5	15.323090351951624	7.7125	130.75	0.0	0.06055427805755066	0.6390929586937376	1.6552730769230768	-0.003687236437168066	-0.002916717205386167	-0.0031491402910102722	0.005703002570580563	18.996712929163223	6.6201520881926035	25.616865066381614	6.401067116321661	1.7710633308459547	1892.0	48.74869649732413	1.0	68.0	0.0	0.17413029638579702	260.62615489959717	27.963464975357056	242.28041860944282	193.21352124214172	39.44916868209839	564.3105048031213	191.0	131294.0
141324	10.0	380.0	1737.3333333333333	33.404593262373396	4.666666666666667	166.66666666666666	0.0	0.08780183888352655	0.7371520440716995	0.5717797297297301	-0.002162789023714139	-0.0022499588592689037	-0.0027283387120613754	0.0037172663023984816	14.841785398689472	2.828835339008555	17.670620724961562	4.414926839841379	1.77043827884906	2075.6666666666665	61.50260514856738	2.1	74.0	0.0	0.2021861754524271	287.0278182029724	31.199769735336304	241.0915229121296	212.96742415428162	42.86062431335449	552.4179262067051	190.0	141324.0
