Steps	cost_limit	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/success	train/complete	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/alpha_loss	loss/alpha_value	loss/actor_rew	loss/actor_total	loss/q0	loss/q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	test/success	test/complete	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
10224	7.0	0.0	1.8333333333333335	6.718834414223952	0.25	852.0	0.0	0.029427690873123673	1.0	0.0	0.0	-1.0354632101965564	0.7464220150467239	-6.723037047294358	-6.723037047294358	0.20824533161504546	0.09089073649901337	0.2991360683932279	1158.6666666666665	46.97693191451181	1.0	341.0	0.0	0.15383325811415438	111.35903120040894	9.719482183456421	351.76771102266093	45.08018779754639	56.55936121940613	100.59076509966346	999.0	10224.0
20314	10.0	19.0	4.333333333333333	7.0723111902992315	0.25	840.6666666666666	0.0	0.0330697889360858	1.0	0.0	0.0	-3.086852138177134	0.40549130006753376	-11.634854048756349	-11.634854048756349	0.25355862669565465	0.10785018344701885	0.36140881012386733	3294.6666666666665	11.728167624415587	0.2	972.0	0.0	0.04732823613730973	224.89513301849365	21.472493410110474	612.0388419265737	89.10442209243774	114.31821751594543	99.86105793881778	998.0	20314.0
30668	10.0	31.0	7.666666666666667	7.461492664406764	0.3333333333333333	862.6666666666667	0.0	0.03142855457936024	1.0	0.0	0.0	-5.148828035621828	0.21978854488779415	-12.921696138151589	-12.921696138151589	0.3345245973344279	0.14607808786733423	0.48060268451333765	5344.0	14.570736795117416	1.0	108.0	0.0	0.06528992126921286	336.1153812408447	25.446239709854126	559.2181855651306	136.2901017665863	174.3790397644043	98.7159517963928	997.0	30668.0
40999	10.0	43.0	11.666666666666668	9.77862905442917	0.25	860.8333333333334	0.0	0.037404735224339035	1.0	0.0	0.0	-7.228252175701335	0.11819575164766412	-12.407537466328007	-12.407537466328007	0.39331217365921345	0.16180966067745906	0.5551218348586808	7356.666666666666	13.934310600138378	1.0	169.0	0.0	0.06773759651227677	444.48408913612366	30.13583540916443	528.5401842603717	181.05414652824402	233.2941071987152	98.94816650299408	996.0	40999.0
51578	10.0	55.0	16.0	12.174224103171706	0.4166666666666667	881.5	0.0	0.04531654023592639	1.0	0.0	0.0	-9.297949629077927	0.06322145552570367	-11.128758921521793	-11.128758921521793	0.3894232216977516	0.1431626494815926	0.5325858713689094	9497.5	61.00591626124683	1.3	148.0	0.0	0.24383653322885337	551.0579915046692	34.3647243976593	506.5659715049459	224.94686222076416	291.7464048862457	99.8232477244917	995.0	51578.0
62631	10.0	68.0	20.428571428571427	15.894909087766301	0.35714285714285715	789.4285714285714	0.0	0.054771311091849274	1.0	0.0	0.0	-11.240663353242455	0.03318844920201265	-9.606755539734431	-9.606755539734431	0.2949632287584349	0.09194988232243984	0.3869131110184003	11563.142857142857	2.359635086806384	1.0	34.0	0.0	0.03303913785083782	661.9514875411987	36.37300705909729	488.19169586801536	272.6263117790222	352.9521687030792	100.11693489157985	994.0	62631.0
72659	10.0	99.0	44.666666666666664	10.619520861186686	0.9166666666666665	208.79166666666663	0.0	0.04485245846212402	1.0	0.0	0.0	-12.222990848893241	0.017818111811585637	-8.23813682090017	-8.23813682090017	0.35901812531897126	0.08606203661501714	0.4450801616050356	13953.208333333336	41.95691242069334	1.5	67.0	0.0	0.14876404393071446	770.4093706607819	39.98635411262512	460.982262801	321.44576621055603	408.9772503376007	99.4752333290001	993.0	72659.0
82828	10.0	199.0	144.0	6.897814110560981	1.0	66.71052631578948	0.0	0.03825280626165347	1.0	0.0	0.0	-11.972318746864183	0.01008899025073887	-7.089522110319361	-7.089522110319361	0.992622919937947	0.16213158569463576	1.154754506203722	15695.302631578947	1.6013166538128787	1.0	27.0	0.0	0.03268398180238092	886.610693693161	42.047497510910034	444.83027783393976	375.98728799819946	468.5759081840515	98.07199789715473	992.0	82828.0
92987	10.0	373.0	326.16326530612247	15.42584768399369	1.2091836734693882	51.5408163265306	0.0	0.06063588060240645	0.9713807690212272	0.06966798029556656	0.29241469364448147	-9.491043698993193	0.005837274372366618	-6.161386923954392	-5.871531939300998	1.816139819929056	0.15341445488208394	1.9695542743273575	17555.46938775509	34.54647195246889	1.0	53.0	0.0	0.13304493612911178	1007.8726587295532	45.83161544799805	419.7320956715324	432.19618225097656	529.8448610305786	96.6559593786333	991.0	92987.0
103539	10.0	525.0	739.7222222222223	61.75869720959797	7.157407407407406	97.4814814814815	0.027777777777777776	0.20506693143487362	0.6561305902656073	1.8039090478446265	5.106202539083013	-0.7576481953866808	0.004354441191909345	-6.0908165759579544	-3.0000877158865378	2.613602032880547	0.07572485968666436	2.6893268925341207	19506.537037037044	66.84046093960774	13.3	106.0	0.0	0.30992651410711425	1135.7652354240417	51.7094349861145	392.57825975958053	493.5528755187988	590.5029249191284	95.51076610463524	990.0	103539.0
113824	10.0	620.0	1316.3170731707319	97.20822543120899	1.5975609756097569	125.1219512195122	0.0	0.2557947845082986	0.9665614068038608	0.05739019941634235	0.13245581745637525	1.8714001129711124	0.005286118384597447	-8.645176376582103	-8.329849448997223	5.429994850626016	0.10121212894385068	5.531206980362131	21720.195121951227	47.48649130163219	1.0	66.0	0.0	0.184936686929041	1250.407176733017	54.405038356781006	385.3871007773435	546.9213817119598	649.0807566642761	95.1703984029111	989.0	113824.0
124029	10.0	705.0	1420.159090909091	103.22758102936697	1.8068181818181819	115.70454545454545	0.0	0.27620163399811604	0.991989537354913	0.012015693967631191	0.008108894590538695	2.607280181049429	0.00934600765424515	-13.38345149733846	-13.250331683156528	11.530562159856052	0.16310185804650676	11.693664004049678	23841.13636363637	93.18354079130852	1.3	95.0	0.0	0.30609330486766984	1359.5347199440002	58.18905806541443	376.8062369277646	594.4432227611542	706.9024391174316	95.3082671524453	988.0	124029.0
134137	10.0	788.0	1732.6666666666672	131.84784054499409	4.32051282051282	129.3076923076923	0.012820512820512824	0.3462141497389266	0.9164015478260453	0.16248304455445506	0.07064504777481835	2.159673067514259	0.017195839030059532	-19.666547514660515	-18.09030146528	20.441811429864114	0.30564606304160596	20.747457458123087	25810.000000000004	115.42855329954617	1.2	109.0	0.0	0.3196366519307861	1473.643474817276	62.92044496536255	365.9065032466644	646.143590927124	764.5794389247894	95.08386633064369	987.0	134137.0
144198	10.0	868.0	1930.4878048780486	128.82807418184268	2.0000000000000004	122.48780487804879	0.0	0.3197485585489567	0.9695583509266347	0.0443368107302534	-0.009162669985657344	1.1966987125856856	0.02842802664758226	-26.662118396294748	-25.84973309398938	30.494442286683288	0.5613998696393078	31.055842150637496	27841.53658536585	78.22614879598619	1.0	90.0	0.0	0.27583566000877624	1587.4760744571686	66.59519457817078	359.2901883020104	698.6345269680023	822.2463529109955	94.81215912943325	986.0	144198.0
154348	10.0	954.0	2102.777777777778	109.44503077963975	1.6333333333333333	112.6	0.0	0.27288829372647955	1.0	0.0	0.0	0.5113394973961918	0.042066496549745556	-33.762194370061245	-33.762194370061245	38.11282624216989	0.6745893594697451	38.787415615975846	29880.288888888885	94.59017255313537	1.0	103.0	0.0	0.28165735825204863	1700.1151275634766	70.467041015625	354.1655735830622	748.9484968185425	880.6995897293091	94.71247275659465	985.0	154348.0
164437	10.0	1045.0	2224.6521739130435	103.19726884325462	1.315217391304348	109.41304347826087	0.0	0.2558153311108997	0.9973711821609346	0.002825979176995539	-0.005484096089033545	0.10917435699716468	0.053782589958928095	-39.83479058110128	-39.72843659627424	44.51807050274703	0.5447023392802264	45.06277282934236	31882.08695652174	74.05548403053868	1.2	90.0	0.0	0.2641510853311291	1813.1731708049774	73.7838888168335	350.4423582794518	800.8577575683594	938.5315244197845	94.53720435257968	984.0	164437.0
174575	10.0	1135.0	2343.022727272728	111.50699743293919	1.2045454545454546	114.88636363636363	0.0	0.265081100374392	1.0	0.0	0.0	0.015416694754076418	0.056632393483621556	-44.386202998793564	-44.386202998793564	51.21450055979229	0.5142094779845935	51.72871001898328	33896.068181818184	85.4980243444297	1.0	91.0	0.0	0.3203927745231094	1928.1485378742218	77.56141209602356	345.14585638097805	853.7159700393677	996.8711557388306	94.33492623406678	983.0	174575.0
184901	10.0	1215.0	2440.6666666666665	158.61638338602023	1.4305555555555556	143.16666666666666	0.0	0.3869007533416082	0.992285330948122	0.010029069767441858	-0.027397318692632417	-0.060657996314310715	0.05540717853406493	-47.32226328147484	-46.9722754049672	51.71225520344675	0.4633976169681368	52.17565283017576	35956.83333333333	93.36621239963881	1.0	96.0	0.0	0.29304133860671183	2048.207204580307	81.33553218841553	340.9948795288051	911.0726115703583	1055.7990608215332	94.00765825009005	982.0	184901.0
