Steps	cost_limit	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/success	train/complete	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/actor_rew	loss/actor_total	loss/kl	loss/vf0	loss/vf1	loss/vf_total	loss/total	loss/entropy	update/gradient_steps	test/reward	test/cost	test/length	test/success	test/complete	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
18650	20.0	0.0	6.0	-0.24598014970384802	0.3	932.0	0.0	0.01415051254851469	1.0	0.0	0.0	-0.0009107488379716711	-0.0009107488379716711	0.01126762120677288	0.06225961135270257	0.010435536006197153	0.07269514725420675	0.017263038000035334	1.8421707211269276	288.0	0.032520286070030616	0.0	1000.0	0.0	0.011897978162445184	34.985090017318726	12.472996711730957	801.731951920978	17.3222553730011	5.18983793258667	828.4436168079869	999.0	18650.0
38650	1.0	40.0	6.0	0.20743965831459016	0.0	1000.0	0.0	0.012519767345960945	1.0	0.0	0.0	-0.0167143918776837	-0.0167143918776837	0.009092825221626133	0.0016998206481683808	0.0005288958996352907	0.0022287165446845734	-0.0161572127689373	1.848897703183002	600.0	0.039267730902877274	0.0	1000.0	0.0	0.01659909937044372	68.55223393440247	24.765658140182495	807.5698972663208	33.52605700492859	10.260518789291382	882.690626041189	998.0	38650.0
57042	1.0	60.0	12.0	0.29683494477628003	0.3	919.0	0.0	0.014098652904912226	1.0	0.0	0.0	-0.0035103897967467654	-0.0035103897967467654	0.013281762683567339	0.06805171722523269	0.008028824246856612	0.07608054139861235	0.015509745502896929	1.8519955512503494	884.0	0.03818997890005115	0.0	1000.0	0.0	0.013961521364571359	101.41775369644165	37.46628212928772	800.7199619240773	49.02971792221069	14.921753644943237	891.9575828697161	997.0	57042.0
71491	1.0	80.0	25.0	-0.03658921295698199	0.65	722.0	0.0	0.0186958953693735	0.9828009828009827	0.017499999999999998	2.243571222087277e-05	0.0009457254298987589	0.0009515097234218434	0.01243302650566745	0.18203783144209812	0.017813857996121188	0.19985168956087107	0.05091443205518381	1.855374226612703	1108.0	0.04484584403529055	0.0	1000.0	0.0	0.013101562303962758	133.50288248062134	50.68806743621826	789.1403642550141	63.82410740852356	18.990707635879517	863.2634144225094	996.0	71491.0
87412	1.0	100.0	35.0	3.0099953772053527	0.5	796.0	0.0	0.023743930711170584	1.0	0.0	0.0	-0.003421457100381715	-0.003421457100381715	0.010173820581610106	0.1391167352576891	0.010546914404145468	0.14966364949941624	0.033994455292310224	1.8574272946965313	1356.0	2.773311413701662	0.0	1000.0	0.0	0.020796221523768466	169.06093573570251	64.9606728553772	769.696460985182	79.8127908706665	24.287472009658813	839.6904828231768	995.0	87412.0
101906	1.0	120.0	47.0	3.875213258884738	0.6	724.0	0.0	0.028703423553190683	1.0	0.0	0.0	-0.0005756209703804418	-0.0005756209703804418	0.010912003598345377	0.18478186711269837	0.011657472972988869	0.19643933981257897	0.04853421394363975	1.8572996838816571	1580.0	11.642090416474954	1.0	134.0	0.0	0.06344203007448077	195.03290486335754	70.23718237876892	731.0800100591965	96.16545820236206	28.630264282226562	816.5824755138115	994.0	101906.0
119566	1.0	140.0	52.0	9.423305165922114	0.25	883.0	0.0	0.03619878287013574	1.0	0.0	0.0	-0.012977073788266241	-0.012977073788266241	0.01813694319143372	0.08564898121745931	0.003896666853346259	0.08954564795267819	0.00940933828207883	1.8561211614047783	1852.0	10.980229615535325	1.0	86.0	0.0	0.052131541616738296	222.53597807884216	75.3758692741394	692.6752620272997	113.6581826210022	33.50192618370056	812.4892062880771	993.0	119566.0
135396	1.0	160.0	59.0	12.239133209181482	0.35	791.0	0.0	0.050096013427126995	1.0	0.0	0.0	-0.009328809920812907	-0.009328809920812907	0.012536850381362362	0.1369082501127585	0.005612183850211834	0.14252043391776376	0.026301298599659666	1.8521576514009572	2096.0	41.402888163428585	1.0	107.0	0.0	0.15823586675150944	248.14283633232117	79.30192255973816	671.9383122125399	130.50879406929016	38.33211970329285	801.9146365339446	992.0	135396.0
148754	1.0	180.0	70.0	20.726802347239115	0.55	667.0	0.0	0.06783179948657801	1.0	0.0	0.0	-0.009131144560972013	-0.009131144560972013	0.012947754684528965	0.35180156556173003	0.010180437144579347	0.36198200249614626	0.0813643561156753	1.846427460702566	2304.0	69.8339052617341	2.9	119.0	0.0	0.2155464826253206	271.39116382598877	83.52422308921814	652.2419243793287	146.02572512626648	41.84121561050415	791.8050904359291	991.0	148754.0
166133	1.0	210.0	95.5	16.67424674620522	0.85	434.0	0.0	0.060539263827119646	0.9878480458343978	0.012425373134328354	1.3038629962221734e-05	-0.005741726772802355	-0.005656415172564411	0.009586665798465155	0.8303702267915455	0.019555292274705614	0.8499255193147197	0.2068249652468	1.837915286644182	2512.0	22.77274787861931	1.0	60.0	0.0	0.08889201526110911	306.4800841808319	86.34878015518188	637.8897293165123	173.3733069896698	46.757997035980225	754.6995677663452	990.0	166133.0
180233	1.0	260.0	143.0	20.091465465460537	0.9833333333333333	234.66666666666666	0.0	0.07312032825520914	0.9953621563981212	0.004669811320754714	3.6906511545481097e-06	-0.005262627523339724	-0.0052309030302822475	0.010179141008161688	3.151524200192038	0.02865060431584015	3.180174810706442	0.7898127998945845	1.8290223827901866	2725.3333333333335	16.02855965494778	1.0	45.0	0.0	0.07704766336876495	340.8375689983368	88.64861178398132	626.4734312515797	201.2468957901001	50.94206142425537	714.6744329760863	989.0	180233.0
190764	1.0	340.0	223.0	18.736648804368116	1.0	104.8	0.0	0.06618604291226074	1.0	0.0	0.0	-0.0017435907149532194	-0.0017435907149532194	0.006912396233698626	12.411307201385494	0.029976875204592947	12.441284065246585	3.108577424685161	1.8232083161671953	2868.4	49.43969928149884	2.0	67.0	0.0	0.15957054869564538	369.1499960422516	91.76661443710327	612.5648237630944	223.36116766929626	54.02221393585205	687.7268526185542	988.0	190764.0
201011	1.0	450.0	335.5	17.469984081913857	1.075	85.16666666666667	0.0	0.06463920260465046	0.9894932421385924	0.01092828947368421	-5.7765551075231346e-05	-0.0025265491525428116	-0.0025470159593236315	0.004622382510349686	21.00618052482605	0.054153462363357996	21.060333910741303	5.262536472395849	1.8204734756758345	3019.3333333333335	26.995852060099015	1.0	49.0	0.0	0.10830359693962197	398.5098214149475	94.49436616897583	600.0886856958172	246.48480987548828	57.5306453704834	661.1867802489409	987.0	201011.0
211211	1.0	560.0	452.0	28.502573127907013	1.0	101.4	0.0	0.0891464682232306	0.999775050613612	0.000225	-3.680460393906081e-07	-0.001270708884746725	-0.0012707910013512146	0.003401085550747766	27.975672283688116	0.019360131250593708	27.9950325166857	6.99748736781043	1.8184919349245123	3176.4	45.29252958734876	2.3	61.0	0.0	0.15331712913754403	426.94059205055237	97.76419162750244	586.2780538132729	268.2335569858551	60.942843437194824	641.634697167101	986.0	211211.0
221373	1.0	660.0	556.8	28.150964515996808	1.24	101.2	0.0	0.08998390414248408	0.9635596399502967	0.04299868421052632	-0.00020492245191291276	-0.0020908417603717876	-0.002083592383818339	0.005007808609973021	32.3869980636396	0.18795724559918436	32.57495528773258	8.141655222365735	1.8169232677472267	3321.2	103.03425689544156	3.3	91.0	0.0	0.3222598578417776	457.7606225013733	101.28375601768494	574.9194371290159	292.0245373249054	64.45232915878296	621.0024290878622	985.0	221373.0
