Steps	cost_limit	update/episode	update/cum_cost	train/reward	train/cost	train/length	train/success	train/complete	loss/rescaling	loss/lagrangian	loss/actor_safety	loss/alpha_loss	loss/alpha_value	loss/actor_rew	loss/actor_total	loss/q0	loss/q1	loss/q_total	update/gradient_steps	test/reward	test/cost	test/length	test/success	test/complete	update/duration	update/test_time	update/test_speed	update/train_collector_time	update/train_model_time	update/train_speed	update/remaining_epoch	update/env_step
11206	7.0	0.0	0.5	8.898898949917738	0.08333333333333334	933.8333333333334	0.0	0.03996043548567692	1.0	0.0	0.0	-1.134358631185243	0.7270404445651589	-6.8726744329168605	-6.8726744329168605	0.08708192959356359	0.06358392602447814	0.15066585627777998	1320.5	27.739586777981252	1.0	235.0	0.0	0.11192450513853318	121.5414068698883	8.459028244018555	278.8736403224646	47.247795820236206	65.83458280563354	99.09589925654795	199.0	11206.0
22501	10.0	19.0	2.6666666666666665	8.222006526980115	0.25	941.1666666666666	0.0	0.03562634484501334	1.0	0.0	0.0	-3.4058661506259322	0.37016552199880515	-11.85501492007638	-11.85501492007638	0.17566364518197286	0.07711568999241505	0.252779334471464	3553.3333333333335	16.917123338553274	1.0	181.0	0.0	0.07619183579757391	238.25958347320557	14.008382081985474	297.82168815662993	93.57548213005066	130.67571926116943	100.33836991912304	198.0	22501.0
33086	10.0	31.0	5.833333333333333	8.434680880859451	0.25	882.0	0.0	0.037320880821560556	1.0	0.0	0.0	-5.609080966936847	0.1915787101833677	-12.827001222079812	-12.827001222079812	0.24219816937395058	0.10378969254268693	0.3459878606701085	5750.166666666667	32.25180923816177	1.0	147.0	0.0	0.10693882208354037	348.3457612991333	18.282273054122925	309.0425344416263	138.47319674491882	191.59029150009155	100.24132077111128	197.0	33086.0
43346	10.0	44.0	11.285714285714285	8.102722003017092	0.49999999999999994	732.7142857142857	0.0	0.0454961875616973	1.0	0.0	0.0	-7.685909353269243	0.10245642561254897	-12.09796011657046	-12.09796011657046	0.3139854234308101	0.12405699773376858	0.43804242101054974	7781.428571428572	15.910466275242593	1.0	88.0	0.0	0.07332118492741697	457.86040019989014	21.85849666595459	299.01415911095387	185.02310299873352	250.97880053520203	99.41699714764256	196.0	43346.0
53580	10.0	58.0	18.142857142857142	12.410331495844728	0.5714285714285714	730.7142857142858	0.0	0.05473712821947325	1.0	0.0	0.0	-9.611925876501823	0.05552007894660787	-10.846843818765231	-10.846843818765231	0.3719769867975993	0.12934461219761118	0.5013215983530479	9844.428571428572	8.513636025577934	1.0	53.0	0.0	0.050973046705205825	563.7935838699341	24.017202377319336	294.45561097817324	230.49786186218262	309.27851963043213	99.26332799489687	195.0	53580.0
63678	10.0	80.0	34.666666666666664	11.382476216566596	0.8666666666666666	336.2666666666667	0.0	0.05597333952005346	1.0	0.0	0.0	-11.09431808900574	0.030391936184429702	-9.518413138425009	-9.518413138425009	0.40785187440153997	0.11720026511469013	0.5250521389474149	12133.999999999998	5.3183126786182715	1.0	39.0	0.0	0.04484936846126445	676.8501098155975	25.973166942596436	287.29650167389457	282.63706374168396	368.23987913131714	97.83416158348204	194.0	63678.0
73701	10.0	124.0	78.0	7.641800524869054	1.0	172.4827586206897	0.0	0.046993083336481264	1.0	0.0	0.0	-11.903506011810755	0.016951640623093334	-8.276082203609262	-8.276082203609262	0.7973937411650514	0.17219241699742424	0.9695861591601874	13742.448275862069	15.296497825907968	1.0	46.0	0.0	0.07900018875497854	793.6011476516724	28.504801988601685	278.02333105730736	339.0243034362793	426.0720422267914	96.32904459388972	193.0	73701.0
84054	10.0	202.0	160.59183673469386	9.08481364199832	1.2551020408163267	105.26530612244898	0.0	0.054338122680665055	0.9745118682602562	0.061853323699421904	0.32394683636681926	-12.006601607868436	0.00946414335191194	-7.137650640483997	-6.831665191110321	1.1795204181716699	0.1728488034647236	1.3523692219071306	15794.979591836736	4.346815246370243	1.0	36.0	0.0	0.040862132191118436	915.1036992073059	30.517056703567505	271.61859285830144	396.7760720252991	487.81057047843933	95.02065254127413	192.0	84054.0
94082	10.0	314.0	521.0	14.88248916600325	3.88888888888889	79.36507936507935	0.0	0.0763023363962908	0.8856844674069816	3.133360169491522	13.778271691273833	-6.78652186097498	0.0058824524338192755	-6.3783439448918635	-5.159166942802761	1.591172953893023	0.12786053543342119	1.7190334908849931	17855.2380952381	72.879162752754	4.2	97.0	0.0	0.2411525942202199	1038.3338370323181	34.892820835113525	265.4127633808391	455.6650733947754	547.7759428024292	93.75937248065433	191.0	94082.0
104176	10.0	421.0	814.4772727272727	88.68424104166851	2.363636363636364	114.49999999999997	0.0	0.275020426503607	0.961758818606464	0.062473280554181165	0.1887085686840085	-2.0718699631192217	0.0043754083305350315	-6.756744580832761	-6.379965182815903	2.4647567858205264	0.07734256344794396	2.542099350653242	19785.568181818177	90.99898792144629	2.8	109.0	0.0	0.30729681358815697	1154.8025946617126	38.90305256843567	266.071665759164	508.88617157936096	607.013370513916	93.35607379547794	190.0	104176.0
